year,ageGroup,clubCode,teamName,teamCode,rank,npsPoints,clubPoints
2025,12,frogsnt,MadFrog VBC 12 - 1,g12frogs1nt,1,645,100
2025,12,tmdynha,Dynasty VB- KS 12 - 1,g12tmdyn1ha,2,600,99
2025,12,afiveso,A5 Mizuno- GA 12 - 1,g12afive1so,3,595,98
2025,12,srfsdsc,Surfside VBC- CA 12 - 1,g12srfsd1sc,3,595,98
2025,12,excelnt,Excel Volleyball Club 12 - 1,g12excel1nt,5,580,96
2025,12,cvbcoov,Cleveland Volleyball Company 12 - 1,g12cvbco1ov,6,573,95
2025,12,milonsc,Mizuno LB- CA 12 - 1,g12milon1sc,7,570,94
2025,12,coastsc,Coast VBC - CA 12 - 1,g12coast1sc,8,565,93
2025,12,1unvbnt,1United 12 - 1,g121unvb1nt,9,560,92
2025,12,sunshsc,Sunshine VBC- CA 12 - 1,g12sunsh1sc,9,560,92
2025,12,txadvnt,TAV 12 - 1,g12txadv1nt,10,553,91
2025,12,aperfls,Austin Performance 12 - 1,g12aperf1ls,11,548,90
2025,12,premrgp,Premier - NE Volleyball 12 - 1,g12premr1gp,12,538,89
2025,12,elevaov,Elevation - Sports Express 12 - 1,g12eleva1ov,13,528,88
2025,12,mavbcha,Asics MAVS- KS 12 - 1,g12mavbc1ha,14,526,87
2025,12,stormaz,AZ Storm 12 - 1,g12storm1az,15,525,86
2025,12,skylnnt,Dallas Skyline Jr 12 - 1,g12skyln1nt,15,525,86
2025,12,mlwstbg,Milwaukee Sting VBC 12 - 1,g12mlwst1bg,17,523,84
2025,12,hpstlgw,HPSTL 12 - 1,g12hpstl1gw,18,510,83
2025,12,sgeltsc,SG Elite VBC- CA 12 - 1,g12sgelt1sc,19,500,82
2025,12,akivapr,KIVA- KY 12 - 1,g12akiva1pr,20,495,81
2025,12,tsvbafl,Top Select- FL 12 - 1,g12tsvba1fl,20,495,81
2025,12,alamols,Alamo VBA 12 - 1,g12alamo1ls,22,490,79
2025,12,ojvbcde,Ozark Juniors VB- AR 12 - 1,g12ojvbc1de,22,490,79
2025,12,vacessc,Vegas Aces 12 - 1,g12vaces1sc,22,490,79
2025,12,eagmtnt,Eagle Mountain - TX 12 - 1,g12eagmt1nt,25,485,76
2025,12,legvclk,Legacy VBC - MI 12 - 1,g12legvc1lk,25,485,76
2025,12,mavbcha,Asics MAVS- KS 12 - 2,g12mavbc2ha,27,483,74
2025,12,acdvpnc,Academy Palo Alto- CA 12 - 1,g12acdvp1nc,28,480,73
2025,12,aretent,Arete Athletics 12 - 1,g12arete1nt,28,480,73
2025,12,ccityho,CCVC- IN 12 - 1,g12ccity1ho,28,480,73
2025,12,elevbrm,Elevation - CO 12 - 1,g12elevb1rm,28,480,73
2025,12,pvakcha,PVA- MO 12 - 1,g12pvakc1ha,28,480,73
2025,12,revolaz,Revolution - AZ 12 - 1,g12revol1az,28,480,73
2025,12,rwdthgw,Rockwood Thunder 12 - 1,g12rwdth1gw,28,480,73
2025,12,skyhigl,Sky High VBC- IL 12 - 2,g12skyhi2gl,28,480,73
2025,12,tribefl,Tribe VB- FL 12 - 1,g12tribe1fl,28,480,73
2025,12,otbvafl,OTVA- FL 12 - 1,g12otbva1fl,37,478,64
2025,12,opremov,Ohio Premier VBC 12 - 1,g12oprem1ov,38,475,63
2025,12,op2vbok,Oklahoma Peak Performance 12 - 1,g12op2vb1ok,38,475,63
2025,12,sclegsc,SoCal Legends 12 - 1,g12scleg1sc,40,470,61
2025,12,gjvbcfl,Gainesville Jrs- FL 12 - 1,g12gjvbc1fl,41,465,60
2025,12,tavbjho,Boiler Jrs VBC- IN 12 - 1,g12tavbj1ho,42,463,59
2025,12,nkyvcpr,NKYVC- KY 12 - 1,g12nkyvc1pr,42,463,59
2025,12,alliagl,1st Alliance VBC- IL 12 - 1,g12allia1gl,44,460,57
2025,12,laverls,LV 12 - 1,g12laver1ls,44,460,57
2025,12,msprtov,Mintonette Sports 12 - 1,g12msprt1ov,44,460,57
2025,12,powerha,KC Power- KS 12 - 1,g12power1ha,47,455,54
2025,12,norcorm,NORCO- CO 12 - 1,g12norco1rm,47,455,54
2025,12,azskyaz,AZ Sky 12 - 1,g12azsky1az,49,450,52
2025,12,allvbso,Alliance VBC - TN 12 - 1,g12allvb1so,50,448,51
2025,12,cvbcoov,Cleveland Volleyball Company 12 - 2,g12cvbco2ov,51,445,50
2025,12,akivapr,KIVA- KY 12 - 2,g12akiva2pr,51,445,50
2025,12,elitegp,Nebraska Elite 12 - 1,g12elite1gp,51,445,50
2025,12,omnivaz,Omni 12 - 1,g12omniv1az,51,445,50
2025,12,tavhols,TAV Houston 12 - 1,g12tavho1ls,51,445,50
2025,12,miavafl,Miami VBA- FL 12 - 1,g12miava1fl,56,443,45
2025,12,ajvbals,Austin Junior Volleyball 12 - 1,g12ajvba1ls,57,440,44
2025,12,gpontfl,GP 12 Rox,g12gpont1fl,57,440,44
2025,12,unionpr,UNION - IN 12 - 1,g12union1pr,57,440,44
2025,12,excelnt,Excel Volleyball Club 12 - 2,g12excel2nt,60,435,41
2025,12,acavcov,AVC - OH 12 - 1,g12acavc1ov,61,430,40
2025,12,skylnnt,Dallas Skyline Jr 12 - 2,g12skyln2nt,61,430,40
2025,12,frogsnt,MadFrog VBC 12 - 2,g12frogs2nt,61,430,40
2025,12,chargok,Oklahoma Charge Volleyball 12 - 1,g12charg1ok,61,430,40
2025,12,tristpr,Tri-State Elite- KY 12 - 1,g12trist1pr,61,430,40
2025,12,elevaov,Elevation - Sports Express 12 - 2,g12eleva2ov,66,428,35
2025,12,tavmsho,Monon Select VBC 12 - 1,g12tavms1ho,66,428,35
2025,12,actyvsc,Actyve VBC- CA 12 - 1,g12actyv1sc,68,425,33
2025,12,htidefl,High Tide VB - FL 12 - 1,g12htide1fl,68,425,33
2025,12,pnadvnc,Panda VBC 12 - 1,g12pnadv1nc,68,425,33
2025,12,sajvbls,SA Juniors 12 Adidas (LS),g12sajvb1ls,68,425,33
2025,12,pinesfl,Legacy 12U (FL),g12pines1fl,72,420,29
2025,12,lightfl,Lightning VBA- FL 12 - 1,g12light1fl,72,420,29
2025,12,tolvcov,TVC - OH 12 - 1,g12tolvc1ov,72,420,29
2025,12,tavbcho,The Academy - IN 12 - 1,g12tavbc1ho,75,418,26
2025,12,ncvbacr,Academy - NC 12 - 1,g12ncvba1cr,76,415,25
2025,12,fovbclk,Far Out- MI 12 - 1,g12fovbc1lk,76,415,25
2025,12,frflynt,Frisco Flyers VBC 12 - 1,g12frfly1nt,76,415,25
2025,12,invasha,Invasion 12 - 3,g12invas3ha,76,415,25
2025,12,hoskyls,Houston Skyline Jr 12 - 1,g12hosky1ls,80,405,21
2025,12,mvbacde,MVA - TN 12 - 1,g12mvbac1de,80,405,21
2025,12,sealbsc,Seal Beach VBC- CA 12 - 1,g12sealb1sc,80,405,21
2025,12,sunshsc,Sunshine VBC- CA 12 - 3,g12sunsh3sc,83,400,18
2025,12,nkjvbpr,NKVB- KY 12 - 1,g12nkjvb1pr,84,395,17
2025,12,otbvafl,OTVA- FL 12 - 2,g12otbva2fl,84,395,17
2025,12,pohakha,Pohaku VBC 12 - 1,g12pohak1ha,84,395,17
2025,12,revolaz,Revolution - AZ 12 - 2,g12revol2az,84,395,17
2025,12,tsunaso,Tsunami VB GA 12 - 1,g12tsuna1so,84,395,17
2025,12,kairono,Kairos VBC - SD 12 - 1,g12kairo1no,89,393,12
2025,12,metroho,Metro VBC- IN 12 - 1,g12metro1ho,89,393,12
2025,12,arvcasu,ARVC Adidas 12 - 1,g12arvca1su,91,390,10
2025,12,houjrls,Houston Juniors 12 - 1,g12houjr1ls,91,390,10
2025,12,munvbho,Munciana- IN 12 - 1,g12munvb1ho,91,390,10
2025,12,1unvbnt,1United 12 - 2,g121unvb2nt,94,385,7
2025,12,mouvinc,Mtn View VBC- CA 12 - 1,g12mouvi1nc,94,385,7
2025,12,nolavby,Nola VB- LA 12 - 1,g12nolav1by,94,385,7
2025,12,opremov,Ohio Premier VBC 12 - 2,g12oprem2ov,94,385,7
2025,12,bosscov,Boss CLE 12 - 1,g12bossc1ov,98,380,3
2025,12,tstlvsc,Tstreet LV 12-Laura,g12tstlv1sc,98,380,3
2025,13,skylnnt,Dallas Skyline Jr 13 - 1,g13skyln1nt,1,660,100
2025,13,milonsc,Mizuno LB- CA 13 - 1,g13milon1sc,2,620,99
2025,13,tmdynha,Dynasty VB- KS 13 - 1,g13tmdyn1ha,3,615,98
2025,13,legvclk,Legacy VBC - MI 13 - 1,g13legvc1lk,4,607,97
2025,13,stormaz,AZ Storm 13 - 1,g13storm1az,5,600,96
2025,13,afiveso,A5 Mizuno- GA 13 - 1,g13afive1so,6,588,95
2025,13,tribefl,Tribe VB- FL 13 - 1,g13tribe1fl,7,583,94
2025,13,1unvbnt,1United 13 - 1,g131unvb1nt,8,582,93
2025,13,wvevbsc,Wave - CA 13 - 1,g13wvevb1sc,9,580,92
2025,13,frogsnt,MadFrog VBC 13 - 1,g13frogs1nt,10,565,91
2025,13,azskyaz,AZ Sky 13 - 1,g13azsky1az,11,563,90
2025,13,mavbcha,Asics MAVS- KS 13 - 1,g13mavbc1ha,12,558,89
2025,13,excelnt,Excel Volleyball Club 13 - 1,g13excel1nt,13,550,88
2025,13,hpstlgw,HPSTL 13 - 1,g13hpstl1gw,14,548,87
2025,13,elevaov,Elevation - Sports Express 13 - 1,g13eleva1ov,15,545,86
2025,13,hoskyls,Houston Skyline Jr 13 - 1,g13hosky1ls,16,538,85
2025,13,absolnc,Absolute VBC- CA 13 - 1,g13absol1nc,17,535,84
2025,13,tavbjho,Boiler Jrs VBC- IN 13 - 1,g13tavbj1ho,18,530,83
2025,13,fovbclk,Far Out- MI 13 - 1,g13fovbc1lk,18,530,83
2025,13,atomcaz,Atomic VBC 13 - 1,g13atomc1az,20,528,81
2025,13,askylls,Austin Skyline 13 - 1,g13askyl1ls,21,525,80
2025,13,tsvbafl,Top Select- FL 13 - 1,g13tsvba1fl,21,525,80
2025,13,alamols,Alamo VBA 13 - 1,g13alamo1ls,23,523,78
2025,13,powerha,KC Power- KS 13 - 1,g13power1ha,23,523,78
2025,13,mouvinc,Mtn View VBC- CA 13 - 1,g13mouvi1nc,23,523,78
2025,13,pohakha,Pohaku VBC 13 - 1,g13pohak1ha,26,520,75
2025,13,msprtov,Mintonette Sports 13 - 1,g13msprt1ov,27,517,74
2025,13,wpvcbfl,Winter Park VBC- FL 13 - 1,g13wpvcb1fl,28,513,73
2025,13,akivapr,KIVA- KY 13 - 1,g13akiva1pr,29,510,72
2025,13,otbvafl,OTVA- FL 13 - 1,g13otbva1fl,30,505,71
2025,13,otbvafl,OTVA- FL 13 - 2,g13otbva2fl,30,505,71
2025,13,sgeltsc,SG Elite VBC- CA 13 - 1,g13sgelt1sc,30,505,71
2025,13,sunshsc,Sunshine VBC- CA 13 - 1,g13sunsh1sc,33,500,68
2025,13,alliagl,1st Alliance VBC- IL 13 - 1,g13allia1gl,34,497,67
2025,13,fieldnt,Field House VBC 13 - 1,g13field1nt,35,495,66
2025,13,txadvnt,TAV 13 - 1,g13txadv1nt,36,492,65
2025,13,nkyvcpr,NKYVC- KY 13 - 1,g13nkyvc1pr,37,488,64
2025,13,acdvpnc,Academy Palo Alto- CA 13 - 1,g13acdvp1nc,38,487,63
2025,13,vcnebgp,VcNebraska 13 - 1,g13vcneb1gp,38,487,63
2025,13,mavseha,MAVS 816 13-1 (HA),g13mavse1ha,40,485,61
2025,13,ccityho,CCVC- IN 13 - 1,g13ccity1ho,41,482,60
2025,13,houjrls,Houston Juniors 13 - 1,g13houjr1ls,41,482,60
2025,13,afiveso,A5 Mizuno- GA 13 - 2,g13afive2so,43,480,58
2025,13,mlwstbg,Milwaukee Sting VBC 13 - 2,g13mlwst2bg,43,480,58
2025,13,nolavby,Nola VB- LA 13 - 1,g13nolav1by,43,480,58
2025,13,gpontfl,GP 13 Rox (FL),g13gpont1fl,46,478,55
2025,13,atprvnt,APV 13 - 1,g13atprv1nt,47,475,54
2025,13,PCSTVSC,PCVC 13's,G13PCSTV1SC,47,475,54
2025,13,phpvbho,Pineapple- IN 13 - 1,g13phpvb1ho,47,475,54
2025,13,premrgp,Premier - NE Volleyball 13 - 1,g13premr1gp,47,475,54
2025,13,revolaz,Revolution - AZ 13 - 1,g13revol1az,47,475,54
2025,13,idcrsim,Idaho Crush VB- ID 13 - 1,g13idcrs1im,52,473,49
2025,13,mlwstbg,Milwaukee Sting VBC 13 - 1,g13mlwst1bg,53,472,48
2025,13,clubvim,Club V 13 - 1,g13clubv1im,54,470,47
2025,13,legvclk,Legacy VBC - MI 13 - 2,g13legvc2lk,54,470,47
2025,13,kairono,Kairos VBC - SD 13 - 1,g13kairo1no,56,467,45
2025,13,frogsnt,MadFrog VBC 13 - 2,g13frogs2nt,57,465,44
2025,13,neonegp,Nebraska One 13 - 1,g13neone1gp,57,465,44
2025,13,opremov,Ohio Premier VBC 13 - 1,g13oprem1ov,57,465,44
2025,13,vsionnc,Vision VBC- CA 13 - 1,g13vsion1nc,57,465,44
2025,13,akivapr,KIVA- KY 13 - 2,g13akiva2pr,61,460,40
2025,13,scvbcsc,S Cal VBC- CA 13 - 1,g13scvbc1sc,61,460,40
2025,13,fcelibg,FC Elite 13 - 1,g13fceli1bg,63,457,38
2025,13,frflynt,Frisco Flyers VBC 13 - 1,g13frfly1nt,64,455,37
2025,13,hpstlgw,HPSTL 13 - 2,g13hpstl2gw,64,455,37
2025,13,nkyvcpr,NKYVC- KY 13 - 2,g13nkyvc2pr,64,455,37
2025,13,evbtcov,Elite Volleyball Training Center 13 - 1,g13evbtc1ov,67,453,34
2025,13,rwdthgw,Rockwood Thunder 13 - 1,g13rwdth1gw,68,450,33
2025,13,mievalk,Michigan Elite Volleyball Academy 13 - 1,g13mieva1lk,69,448,32
2025,13,drivent,Drive Nation Volleyball Club 13 - 1,g13drive1nt,70,446,31
2025,13,arvcasu,ARVC Adidas 13 - 1,g13arvca1su,71,445,30
2025,13,athence,Athena VBC 13 - 1,g13athen1ce,71,445,30
2025,13,coastsc,Coast VBC - CA 13 - 1,g13coast1sc,71,445,30
2025,13,skylnnt,Dallas Skyline Jr 13 - 2,g13skyln2nt,71,445,30
2025,13,excelnt,Excel Volleyball Club 13 - 2,g13excel2nt,71,445,30
2025,13,pvakcha,PVA- MO 13 - 1,g13pvakc1ha,71,445,30
2025,13,uvcepsu,915 United - TX 13 - 1,g13uvcep1su,77,440,24
2025,13,cojrsrm,CoJo's 13 - 1,g13cojrs1rm,77,440,24
2025,13,skylnfl,Jax's Skyline VBC - FL 13 - 1,g13skyln1fl,77,440,24
2025,13,mometfl,Momentum VBA- FL 13 - 1,g13momet1fl,77,440,24
2025,13,premrgp,Premier - NE Volleyball 13 - 2,g13premr2gp,77,440,24
2025,13,txadvnt,TAV 13 - 2,g13txadv2nt,77,440,24
2025,13,tavhols,TAV Houston 13 - 1,g13tavho1ls,77,440,24
2025,13,stormaz,AZ Storm 13 - 2,g13storm2az,84,438,17
2025,13,acavcov,AVC - OH 13 - 1,g13acavc1ov,85,437,16
2025,13,ncvbacr,Academy - NC 13 - 1,g13ncvba1cr,86,436,15
2025,13,miavafl,Miami VBA- FL 13 - 1,g13miava1fl,86,436,15
2025,13,tavmsho,Monon Select 13E Cardinal (HO) (15),g13tavms1ho,88,435,13
2025,13,tpfepsu,Texas Performance 13 - 1,g13tpfep1su,88,435,13
2025,13,txunils,Texas United 13 - 1,g13txuni1ls,88,435,13
2025,13,unionpr,UNION - IN 13 - 1,g13union1pr,88,435,13
2025,13,actyvsc,Actyve VBC- CA 13 - 1,g13actyv1sc,92,430,9
2025,13,aperfls,Austin Performance 13 - 1,g13aperf1ls,92,430,9
2025,13,elevbrm,Elevation - CO 13 - 1,g13elevb1rm,92,430,9
2025,13,tristpr,Tri-State Elite- KY 13 - 1,g13trist1pr,92,430,9
2025,13,hpstlgw,HPSTL 13 - 3,g13hpstl3gw,96,425,5
2025,13,op2vbok,Oklahoma Peak Performance 13 - 1,g13op2vb1ok,96,425,5
2025,13,clmntsc,San Clemente VBC- CA 13 - 1,g13clmnt1sc,96,425,5
2025,13,tejasnt,Tejas VBC 13 - 1,g13tejas1nt,96,425,5
2025,13,trnglcr,Triangle VBC 13 - 1,g13trngl1cr,100,423,1
2025,14,skylnnt,Dallas Skyline Jr 14 - 1,g14skyln1nt,1,655,100
2025,14,afiveso,A5 Mizuno- GA 14 - 1,g14afive1so,2,625,99
2025,14,frogsnt,MadFrog VBC 14 - 1,g14frogs1nt,3,612,98
2025,14,legvclk,Legacy VBC - MI 14 - 1,g14legvc1lk,4,605,97
2025,14,stormaz,AZ Storm 14 - 1,g14storm1az,5,600,96
2025,14,tmdynha,Dynasty VB- KS 14 - 1,g14tmdyn1ha,5,600,96
2025,14,coastsc,Coast VBC - CA 14 - 1,g14coast1sc,7,598,94
2025,14,gpontfl,GP 14 Rox (FL),g14gpont1fl,8,597,93
2025,14,powerha,KC Power- KS 14 - 1,g14power1ha,9,595,92
2025,14,elevaov,Elevation - Sports Express 14 - 1,g14eleva1ov,10,580,91
2025,14,otbvafl,OTVA- FL 14 - 1,g14otbva1fl,11,577,90
2025,14,rwdthgw,Rockwood Thunder 14 - 1,g14rwdth1gw,12,570,89
2025,14,tsvbafl,Top Select- FL 14 - 1,g14tsvba1fl,13,560,88
2025,14,tribefl,Tribe VB- FL 14 - 1,g14tribe1fl,14,557,87
2025,14,tavbjho,Boiler Jrs VBC- IN 14 - 1,g14tavbj1ho,15,555,86
2025,14,hoskyls,Houston Skyline Jr 14 - 1,g14hosky1ls,15,555,86
2025,14,milonsc,Mizuno LB- CA 14 - 1,g14milon1sc,17,548,84
2025,14,1unvbnt,1United 14 - 1,g141unvb1nt,18,545,83
2025,14,skylnnt,Dallas Skyline Jr 14 - 2,g14skyln2nt,18,545,83
2025,14,drivent,Drive Nation Volleyball Club 14 - 1,g14drive1nt,18,545,83
2025,14,ccityho,CCVC- IN 14 - 1,g14ccity1ho,21,542,80
2025,14,metroch,Metro VBC- DC 14 - 1,g14metro1ch,21,542,80
2025,14,acavcov,AVC - OH 14 - 1,g14acavc1ov,23,540,78
2025,14,revolaz,Revolution - AZ 14 - 1,g14revol1az,23,540,78
2025,14,tstrtsc,Tstreet Volleyball Club 14 - 1,g14tstrt1sc,23,540,78
2025,14,houjrls,Houston Juniors 14 - 1,g14houjr1ls,26,537,75
2025,14,fovbclk,Far Out- MI 14 - 1,g14fovbc1lk,27,532,74
2025,14,txadvnt,TAV 14 - 1,g14txadv1nt,27,532,74
2025,14,pvakcha,PVA- MO 14 - 1,g14pvakc1ha,29,530,72
2025,14,mavbcha,Asics MAVS- KS 14 - 1,g14mavbc1ha,30,525,71
2025,14,ajvbals,Austin Junior Volleyball 14 - 1,g14ajvba1ls,31,520,70
2025,14,iautdia,Iowa United 141 Elite (IA) (56),g14iautd1ia,31,520,70
2025,14,mdjrsch,MD JRS- MD 14 - 1,g14mdjrs1ch,31,520,70
2025,14,trnglcr,Triangle VBC 14 - 1,g14trngl1cr,31,520,70
2025,14,wvevbsc,Wave - CA 14 - 1,g14wvevb1sc,35,516,66
2025,14,scvbcsc,S Cal VBC- CA 14 - 1,g14scvbc1sc,36,513,65
2025,14,aperfls,Austin Performance 14 - 1,g14aperf1ls,37,510,64
2025,14,premrgp,Premier - NE Volleyball 14 - 1,g14premr1gp,37,510,64
2025,14,vsionnc,Vision VBC- CA 14 - 1,g14vsion1nc,37,510,64
2025,14,gjvbcfl,Gainesville Jrs- FL 14 - 1,g14gjvbc1fl,40,505,61
2025,14,frogsnt,MadFrog VBC 14 - 2,g14frogs2nt,40,505,61
2025,14,msprtov,Mintonette Sports 14 - 1,g14msprt1ov,40,505,61
2025,14,nkyvcpr,NKYVC- KY 14 - 1,g14nkyvc1pr,43,502,58
2025,14,akivapr,KIVA- KY 14 - 1,g14akiva1pr,44,500,57
2025,14,allvbso,Alliance VBC - TN 14 - 1,g14allvb1so,45,497,56
2025,14,cvbcoov,Cleveland Volleyball Company 14 - 1,g14cvbco1ov,46,495,55
2025,14,elevaov,Elevation - Sports Express 14 - 2,g14eleva2ov,46,495,55
2025,14,nliteno,Mizuno N Lights- MN 14 - 1,g14nlite1no,46,495,55
2025,14,omnivaz,Omni 14 - 1,g14omniv1az,46,495,55
2025,14,PCSTVSC,PCVC 14's,G14PCSTV1SC,50,493,51
2025,14,ncvbacr,Academy - NC 14 - 1,g14ncvba1cr,51,490,50
2025,14,scvbcim,South County 14 - 1,g14scvbc1im,51,490,50
2025,14,forcenc,SynergyForce- CA 14 - 1,g14force1nc,51,490,50
2025,14,tristpr,Tri-State Elite- KY 14 - 1,g14trist1pr,51,490,50
2025,14,hpstlgw,HPSTL 14 - 2,g14hpstl2gw,55,487,46
2025,14,alliagl,1st Alliance VBC- IL 14 - 1,g14allia1gl,56,485,45
2025,14,askylls,Austin Skyline 14 - 1,g14askyl1ls,56,485,45
2025,14,idcrsim,Idaho Crush VB- ID 14 - 1,g14idcrs1im,56,485,45
2025,14,sunshsc,Sunshine VBC- CA 14 - 1,g14sunsh1sc,59,483,42
2025,14,azskyaz,AZ Sky 14 - 1,g14azsky1az,60,480,41
2025,14,hpstlgw,HPSTL 14 - 1,g14hpstl1gw,60,480,41
2025,14,kairono,Kairos VBC - SD 14 - 1,g14kairo1no,60,480,41
2025,14,npjbece,NPJ Bend 14 National (CE),g14npjbe1ce,60,480,41
2025,14,stvacls,South Texas Volleyball Academy 14 - 1,g14stvac1ls,60,480,41
2025,14,tlgcyls,Texas Legacy Volleyball 14 - 1,g14tlgcy1ls,60,480,41
2025,14,forzasc,Forza1- CA 14 - 1,g14forza1sc,66,478,35
2025,14,excelnt,Excel Volleyball Club 14 - 1,g14excel1nt,67,477,34
2025,14,208vbev,208 VBC - ID 14 - 1,g14208vb1ev,68,475,33
2025,14,afiveso,A5 Mizuno- GA 14 - 2,g14afive2so,68,475,33
2025,14,legvclk,Legacy VBC - MI 14 - 2,g14legvc2lk,68,475,33
2025,14,nliteno,Mizuno N Lights- MN 14 - 2,g14nlite2no,68,475,33
2025,14,tejasnt,Tejas VBC 14 - 1,g14tejas1nt,68,475,33
2025,14,cjvvbcr,CJV - NC 14 - 1,g14cjvvb1cr,73,472,28
2025,14,cojrsrm,CoJo's 14 - 1,g14cojrs1rm,73,472,28
2025,14,clubvim,Club V 14 - 1,g14clubv1im,75,470,26
2025,14,excelnt,Excel Volleyball Club 14 - 2,g14excel2nt,75,470,26
2025,14,skylnfl,Jax's Skyline VBC - FL 14 - 1,g14skyln1fl,75,470,26
2025,14,tavhols,TAV Houston 14 - 1,g14tavho1ls,75,470,26
2025,14,parvbch,Paramount Vbc 14 - 1,g14parvb1ch,79,467,22
2025,14,aretent,Arete Athletics 14 - 1,g14arete1nt,80,465,21
2025,14,fleltfl,FEVA 14-White,g14flelt1fl,80,465,21
2025,14,plscvsc,Pipeline 14-National (SC),g14plscv1sc,80,465,21
2025,14,actyvsc,Actyve VBC- CA 14 - 1,g14actyv1sc,83,463,18
2025,14,sgeltsc,SG Elite VBC- CA 14 - 1,g14sgelt1sc,83,463,18
2025,14,elevbrm,Elevation - CO 14 - 1,g14elevb1rm,85,462,16
2025,14,onevbaz,COV 14 - 1,g14onevb1az,86,460,15
2025,14,fgsvafl,FL Gulfside VBA 14 - 1,g14fgsva1fl,86,460,15
2025,14,mlwstbg,Milwaukee Sting VBC 14 - 1,g14mlwst1bg,86,460,15
2025,14,tavmsho,Monon Select VBC 14 - 1,g14tavms1ho,86,460,15
2025,14,sixpkia,Six Pack VBC 14 - 1,g14sixpk1ia,86,460,15
2025,14,coastsc,Coast VBC - CA 14 - 2,g14coast2sc,91,458,10
2025,14,tstrtsc,Tstreet Volleyball Club 14 - 2,g14tstrt2sc,91,458,10
2025,14,FNESSGW,Finesse VBC - MO 14 - 1,G14FNESS1GW,93,455,8
2025,14,movbagw,MOVA 14 - 1,g14movba1gw,93,455,8
2025,14,npjvbce,North Pacific Juniors 14 - 1,g14npjvb1ce,93,455,8
2025,14,otbvafl,OTVA- FL 14 - 2,g14otbva2fl,93,455,8
2025,14,tstiesc,TStreet IE 14 - 1,g14tstie1sc,97,453,4
2025,14,uvcepsu,915 United - TX 14 - 1,g14uvcep1su,98,452,3
2025,14,absolnc,Absolute VBC- CA 14 - 1,g14absol1nc,99,450,2
2025,14,jaxjrfl,JJVA - FL 14 - 1,g14jaxjr1fl,99,450,2
2025,14,premrgp,Premier - NE Volleyball 14 - 2,g14premr2gp,99,450,2
2025,14,skyhigl,Sky High VBC- IL 14 - 1,g14skyhi1gl,99,450,2
2025,14,spvbcgl,Sports Perf- IL 14 - 1,g14spvbc1gl,99,450,2
2025,14,starspm,Stars VBC 14 - 1,g14stars1pm,99,450,2
2025,15,txadvnt,TAV 15 - 1,g15txadv1nt,1,663,100
2025,15,skylnnt,Dallas Skyline Jr 15 - 1,g15skyln1nt,2,625,99
2025,15,frogsnt,MadFrog VBC 15 - 1,g15frogs1nt,3,608,98
2025,15,legvclk,Legacy VBC - MI 15 - 1,g15legvc1lk,4,607,97
2025,15,alamols,Alamo VBA 15 - 1,g15alamo1ls,5,605,96
2025,15,afiveso,A5 Mizuno- GA 15 - 1,g15afive1so,6,600,95
2025,15,ccityho,CCVC- IN 15 - 1,g15ccity1ho,7,595,94
2025,15,tribefl,Tribe VB- FL 15 - 1,g15tribe1fl,8,590,93
2025,15,tstrtsc,Tstreet Volleyball Club 15 - 1,g15tstrt1sc,8,590,93
2025,15,tmdynha,Dynasty VB- KS 15 - 1,g15tmdyn1ha,10,585,91
2025,15,idcrsim,Idaho Crush VB- ID 15 - 1,g15idcrs1im,11,580,90
2025,15,hoskyls,Houston Skyline Jr 15 - 1,g15hosky1ls,12,575,89
2025,15,wvevbsc,Wave - CA 15 - 1,g15wvevb1sc,12,575,89
2025,15,coastsc,Coast VBC - CA 15 - 1,g15coast1sc,14,570,87
2025,15,kairono,Kairos VBC - SD 15 - 1,g15kairo1no,14,570,87
2025,15,nliteno,Mizuno N Lights- MN 15 - 1,g15nlite1no,16,568,85
2025,15,houjrls,Houston Juniors 15 - 1,g15houjr1ls,17,567,84
2025,15,stormaz,AZ Storm 15 - 1,g15storm1az,18,565,83
2025,15,hpstlgw,HPSTL 15 - 1,g15hpstl1gw,18,565,83
2025,15,otbvafl,OTVA- FL 15 - 1,g15otbva1fl,18,565,83
2025,15,omnivnc,OMNI 15 - 1,g15omniv1nc,21,560,80
2025,15,ajvbals,Austin Junior Volleyball 15 - 1,g15ajvba1ls,22,550,79
2025,15,excelnt,Excel Volleyball Club 15 - 1,g15excel1nt,22,550,79
